"DMSO_1"	"DMSO_2"	"DMSO_3"	"DMSO_4"	"DRUGX_1"	"DRUGX_2"	"DRUGX_3"	"DRUGX_4"
"ENSG00000156920.11"	0	0	1	1	0	0	1	0
"ENSG00000159618.16"	2	3	0	0	2	0	0	0
"ENSG00000112414.15"	885	742	821	829	436	530	471	393
"ENSG00000144820.8"	0	2	0	0	0	0	0	2
"ENSG00000288324.1"	116	20	117	142	78	113	136	114
"ENSG00000072071.17"	0	70	0	0	31	0	0	0
"ENSG00000117114.21"	306	284	257	258	359	478	368	395
"ENSG00000150471.17"	2	2	0	1	1	2	10	2
"ENSG00000162618.15"	2350	2006	2304	2291	1664	1938	2044	1498
"ENSG00000164199.18"	35	32	22	34	18	20	26	15
"ENSG00000187758.8"	0	0	0	2	0	0	0	1
"ENSG00000196616.14"	0	0	1	0	0	1	0	0
"ENSG00000248144.6"	0	0	1	0	0	0	0	3
"ENSG00000198099.10"	0	0	1	0	0	5	0	0
"ENSG00000197894.12"	2473	2504	2840	2815	2154	2348	2357	1971
"ENSG00000232676.1"	0	1	0	0	0	0	0	0
"ENSG00000172955.17"	0	1	1	2	0	0	1	2
"ENSG00000196344.12"	0	0	0	0	0	0	0	0
"ENSG00000147576.17"	20	17	13	4	71	79	62	36
"ENSG00000182551.14"	1873	1869	2196	2352	1811	2079	2035	1698
"ENSG00000280830.1"	15	0	3	0	0	11	0	0
"ENSG00000181092.10"	0	0	0	0	1	0	1	0
"ENSG00000159346.13"	1429	1366	1534	1589	1900	2113	1974	1805
"ENSG00000285070.2"	1628	1494	1583	1672	1373	1568	1436	1350
"ENSG00000148671.14"	28	23	12	31	11	13	9	6
"ENSG00000156110.15"	1665	1522	1777	1727	1433	1706	1689	1334
"ENSG00000148926.10"	761	776	900	870	608	630	682	598
"ENSG00000128165.9"	4	1	2	3	6	8	3	2
"ENSG00000224420.4"	11	7	15	14	2	5	2	0
"ENSG00000101126.18"	2499	2092	2381	2340	1386	1688	1465	1254
"ENSG00000101544.9"	902	771	872	815	465	534	524	413
"ENSG00000181915.5"	1299	1236	1448	1447	1137	1218	1244	1053
"ENSG00000163485.17"	184	192	221	216	113	141	153	139
"ENSG00000128271.22"	23	3	1	34	0	4	0	2
"ENSG00000170425.4"	1274	1291	1476	1544	1041	1277	1253	1056
"ENSG00000282608.2"	0	1	0	0	0	0	0	0
"ENSG00000159322.18"	1070	988	1092	1045	1004	1214	1208	1087
"ENSG00000144843.12"	45	20	39	30	39	49	35	40
"ENSG00000153531.15"	14	16	13	23	10	27	17	16
"ENSG00000170222.12"	55	53	79	87	104	92	106	90
"ENSG00000116863.11"	734	735	924	948	739	887	827	745
"ENSG00000120907.18"	3	2	8	0	1	4	0	0
"ENSG00000170214.5"	106	75	87	77	145	152	186	152
"ENSG00000171873.8"	0	0	1	0	0	0	0	0
"ENSG00000150594.7"	2	0	1	1	0	1	0	1
"ENSG00000184160.8"	4	6	20	3	23	32	27	21
"ENSG00000043591.6"	8	1	13	7	9	5	9	6
"ENSG00000169252.6"	396	355	393	396	247	271	256	224
"ENSG00000130706.13"	1929	2250	2529	2598	2152	2473	2431	2325
"ENSG00000239900.14"	1695	1748	2020	2027	1387	1552	1569	1266
"ENSG00000185100.11"	16	14	12	16	11	22	23	30
"ENSG00000035687.10"	1271	1219	1596	1451	1072	1177	1115	934
"ENSG00000111863.13"	113	137	134	119	116	126	138	110
"ENSG00000106624.11"	2	2	1	2	0	4	1	1
"ENSG00000139154.16"	656	572	617	632	454	563	541	448
"ENSG00000181026.15"	964	861	911	938	1109	1327	1246	1235
"ENSG00000196526.11"	4372	3756	3724	3848	5180	5495	5108	5046
"ENSG00000157510.14"	663	526	612	610	432	494	435	445
"ENSG00000169129.16"	1	4	6	3	1	2	2	1
"ENSG00000130396.22"	1798	1409	1622	1605	863	1017	842	987
"ENSG00000172493.23"	961	785	826	883	937	960	917	917
"ENSG00000144218.21"	1533	1140	1212	1247	611	706	626	571
"ENSG00000072364.13"	3830	3104	3333	3261	3984	4247	3727	3872
"ENSG00000135537.17"	80	58	59	58	50	58	53	43
"ENSG00000223959.11"	412	395	384	358	127	167	106	140
"ENSG00000141385.12"	1628	1706	1750	1903	1180	1333	1210	1102
"ENSG00000079557.5"	2	0	0	0	0	0	0	0
"ENSG00000183077.16"	173	174	235	160	231	221	255	218
"ENSG00000081051.8"	5	6	9	4	9	15	10	4
"ENSG00000119844.17"	378	341	414	400	310	358	387	292
"ENSG00000038002.9"	337	310	352	317	352	442	432	385
"ENSG00000157985.20"	787	767	808	832	443	428	405	421
"ENSG00000230869.1"	10	12	8	11	0	2	15	6
"ENSG00000261011.1"	6	4	5	10	7	2	1	3
"ENSG00000288424.2"	17	22	13	18	9	11	7	5
"ENSG00000243289.2"	12	16	40	7	21	9	4	7
"ENSG00000279058.2"	11	10	4	0	3	0	0	0
"ENSG00000135439.12"	8	10	14	10	2	7	7	6
"ENSG00000133612.19"	1571	1704	1805	1834	1309	1556	1402	1433
"ENSG00000188234.15"	88	79	87	91	34	56	52	33
"ENSG00000172650.15"	172	136	138	156	89	96	83	91
"ENSG00000204149.16"	383	335	322	314	206	251	192	230
"ENSG00000264204.2"	58	55	42	40	21	18	24	23
"ENSG00000204172.12"	127	105	123	90	72	49	65	43
"ENSG00000273540.5"	0	1	1	1	1	1	4	3
"ENSG00000285501.2"	6	6	7	7	4	9	6	3
"ENSG00000146856.14"	21	13	18	18	6	4	14	7
"ENSG00000186094.18"	1	0	2	1	0	0	0	1
"ENSG00000084693.16"	709	676	766	729	602	691	632	573
"ENSG00000229058.10"	12	26	21	6	10	0	7	3
"ENSG00000230514.11"	2	0	0	4	0	18	5	2
"ENSG00000204305.16"	0	0	1	6	1	0	7	3
"ENSG00000173744.18"	1966	1731	1917	1904	1480	1605	1616	1436
"ENSG00000106351.13"	338	366	394	371	316	310	315	312
"ENSG00000164252.13"	696	622	855	674	649	793	664	597
"ENSG00000214273.4"	9	6	7	8	5	5	1	3
"ENSG00000282968.1"	0	0	0	0	0	0	1	0
"ENSG00000233435.2"	12	5	10	3	1	8	10	5
"ENSG00000262327.7"	89	47	70	0	0	42	0	13
"ENSG00000006530.18"	451	409	482	457	469	435	437	387
"ENSG00000162688.17"	482	495	507	497	650	702	662	562
"ENSG00000116771.6"	58	60	71	66	61	84	73	55
"ENSG00000187546.14"	0	1	0	1	0	0	0	0
"ENSG00000092847.14"	1190	966	1114	1034	934	873	870	891
"ENSG00000123908.12"	2164	1847	1844	1821	1235	1252	1202	1335
"ENSG00000126070.20"	685	587	551	505	512	542	529	487
"ENSG00000134698.11"	468	453	487	449	314	404	292	312
"ENSG00000204310.13"	1579	1530	1675	1592	1829	2049	2038	1829
"ENSG00000236873.9"	11	2	8	0	5	13	7	0
"ENSG00000227642.9"	0	0	0	0	0	0	0	0
"ENSG00000169692.13"	838	887	1010	1073	917	1054	1096	1027
"ENSG00000160216.21"	3269	3030	3241	3370	3351	3674	3414	3311
"ENSG00000026652.15"	374	333	358	378	259	295	264	285
"ENSG00000284980.2"	1392	1190	1524	1388	684	849	756	629
"ENSG00000018510.18"	2040	1772	2056	2041	1605	1702	1643	1375
"ENSG00000188157.15"	14490	14992	15407	15939	23702	26640	23669	24649
"ENSG00000135744.9"	16	7	10	6	5	12	8	10
"ENSG00000135049.16"	370	325	329	322	218	226	230	199
"ENSG00000144891.19"	24	26	24	44	27	21	27	19
"ENSG00000177674.16"	568	611	752	696	741	894	869	760
"ENSG00000172482.5"	5	3	2	3	4	2	7	0
"ENSG00000153207.16"	2068	1671	1905	1786	1071	1157	1116	953
"ENSG00000226121.2"	0	0	0	0	0	0	0	1
"ENSG00000101444.13"	3482	3353	3914	3860	3566	4197	4152	3719
"ENSG00000168710.18"	2748	2421	2787	2851	1923	2126	2106	1922
"ENSG00000158467.17"	250	206	268	260	498	526	474	480
"ENSG00000238181.2"	0	0	0	4	0	0	0	0
"ENSG00000242529.1"	0	0	1	2	2	0	0	0
"ENSG00000126705.15"	1402	1213	1284	1292	1146	1300	1193	1225
"ENSG00000135541.22"	711	644	708	579	397	496	433	400
"ENSG00000124942.14"	38628	30627	30572	30134	25486	26313	22645	27582
"ENSG00000185567.7"	9460	7682	7362	7395	11064	11370	10328	12329
"ENSG00000106546.14"	3206	2602	2873	2839	1365	1588	1492	1422
"ENSG00000063438.20"	936	898	933	946	517	639	480	459
"ENSG00000100591.8"	1496	1579	1831	1826	1667	1777	1721	1525
"ENSG00000173209.23"	728	653	707	584	409	506	316	458
"ENSG00000145192.13"	1	0	0	0	1	0	0	0
"ENSG00000111732.12"	4	0	0	4	2	0	0	2
"ENSG00000186063.13"	2474	2231	2503	2515	1808	2048	1819	1502
"ENSG00000230154.1"	0	0	0	0	0	1	0	0
"ENSG00000251429.1"	0	0	0	0	0	0	0	0
"ENSG00000126878.13"	2	3	4	1	2	3	3	4
"ENSG00000156709.15"	742	703	810	844	778	832	819	721
"ENSG00000183773.16"	0	0	1	0	1	0	0	1
"ENSG00000146416.19"	510	475	548	496	600	722	694	612
"ENSG00000164022.18"	1065	963	1106	1081	1360	1489	1349	1251
"ENSG00000106305.10"	590	624	759	745	611	635	661	526
"ENSG00000110711.11"	652	641	784	775	628	682	706	666
"ENSG00000129221.16"	1	4	5	2	0	4	1	2
"ENSG00000232434.3"	294	331	370	351	577	636	592	618
"ENSG00000129474.16"	4423	4233	4795	4870	3728	4185	3983	3613
"ENSG00000106992.19"	487	660	579	605	773	831	787	731
"ENSG00000004455.18"	2122	2100	2511	2349	1578	1739	1693	1592
"ENSG00000242272.1"	0	1	0	0	0	0	0	1
"ENSG00000147853.17"	1296	1175	1306	1309	1480	1658	1723	1412
"ENSG00000230042.1"	0	4	10	3	0	3	0	2
"ENSG00000228816.1"	6	2	2	0	3	1	3	9
"ENSG00000162433.15"	213	181	192	195	395	506	553	468
"ENSG00000263535.2"	12	3	9	11	5	5	0	3
"ENSG00000233381.4"	17	12	11	25	19	26	14	22
"ENSG00000223621.1"	0	0	1	0	0	0	0	0
"ENSG00000154027.19"	1228	1241	1432	1502	1134	1213	1278	1137
"ENSG00000085231.14"	82	0	99	78	57	89	57	0
"ENSG00000279247.3"	335	377	370	315	179	170	194	234
"ENSG00000140057.9"	8	14	14	13	4	4	7	4
"ENSG00000165695.10"	1	3	1	2	2	4	6	3
"ENSG00000155085.16"	117	100	85	89	81	98	96	88
"ENSG00000121057.13"	631	559	683	666	461	520	476	415
"ENSG00000108599.15"	503	520	572	560	508	633	580	527
"ENSG00000023516.9"	1915	1520	1672	1684	1517	1601	1480	1397
"ENSG00000131016.17"	6065	5373	5733	5530	5444	5941	5182	5330
"ENSG00000170776.22"	1300	1031	1115	1101	1124	1224	1079	1199
"ENSG00000197976.12"	741	773	838	800	649	775	684	721
"ENSG00000111254.8"	3	3	5	6	3	4	3	2
"ENSG00000147081.15"	0	0	0	0	0	0	0	0
"ENSG00000179841.8"	142	111	103	150	52	65	66	49
"ENSG00000151320.11"	39	26	34	31	55	55	39	32
"ENSG00000118507.19"	109	89	125	135	70	71	97	35
"ENSG00000105127.10"	605	727	667	692	550	623	552	586
"ENSG00000011243.19"	609	612	679	649	815	1037	781	862
"ENSG00000127914.19"	1310	954	1038	954	1045	1182	1079	986
"ENSG00000166452.12"	340	380	432	487	440	463	456	411
"ENSG00000174574.16"	1401	1257	1398	1431	2175	2359	2274	2090
"ENSG00000228125.2"	1	0	0	0	0	0	0	0
"ENSG00000135334.9"	779	723	901	871	577	645	673	589
"ENSG00000106948.17"	298	340	261	244	229	251	228	273
"ENSG00000162641.20"	0	0	1	0	0	0	2	0
"ENSG00000117448.14"	966	988	1161	1174	1104	1270	1196	1140
"ENSG00000085662.14"	2629	2644	3190	3222	2509	2818	2866	2506
"ENSG00000198074.10"	3	9	9	5	15	30	34	15
"ENSG00000227471.9"	18	22	28	8	12	13	14	17
"ENSG00000229991.1"	0	0	0	0	0	0	2	0
"ENSG00000187134.14"	1	1	0	0	0	0	0	0
"ENSG00000122787.15"	5	0	5	1	0	0	0	0
"ENSG00000165568.18"	0	0	0	0	0	0	1	0
"ENSG00000053371.13"	1057	1126	1275	1306	902	901	936	858
"ENSG00000280751.1"	3	2	2	1	1	1	0	4
"ENSG00000162482.5"	6	17	7	11	6	9	3	0
"ENSG00000211454.16"	3	12	6	13	7	4	7	3
"ENSG00000142208.18"	4811	4723	5448	5434	3227	3573	3465	3285
"ENSG00000204673.11"	2191	2151	2489	2448	2467	2947	2844	2740
"ENSG00000105221.18"	2803	2904	2948	3011	2206	2491	2461	2314
"ENSG00000117020.19"	1292	1117	1390	1193	727	776	477	591
"ENSG00000275199.4"	959	759	786	820	540	640	718	530
"ENSG00000166971.17"	359	363	399	446	373	420	433	395
"ENSG00000148218.16"	684	708	797	786	766	843	854	768
"ENSG00000023330.15"	680	667	753	681	753	816	669	686
"ENSG00000158578.21"	0	0	0	0	1	0	0	1
"ENSG00000163631.17"	0	0	0	0	1	0	2	0
"ENSG00000170017.12"	14276	11686	14045	13342	16659	18758	17185	15251
"ENSG00000161618.10"	1096	1052	1236	1270	589	670	593	598
"ENSG00000059573.9"	2870	2713	3062	3040	3436	3974	3620	3334
"ENSG00000128918.15"	0	3	1	0	2	5	4	3
"ENSG00000184254.17"	6401	6241	6945	6961	8081	9376	8507	8173
"ENSG00000137124.8"	1038	1100	1224	1186	2141	2351	2226	1985
"ENSG00000144908.14"	0	3	4	4	34	26	48	30
"ENSG00000136010.14"	5	5	6	3	6	7	2	12
"ENSG00000111275.13"	296	255	283	284	410	447	375	399
"ENSG00000108602.18"	1	2	0	1	0	0	3	2
"ENSG00000072210.19"	930	822	911	951	815	999	874	835
"ENSG00000006534.17"	723	756	757	814	623	788	679	716
"ENSG00000159423.17"	474	590	607	592	763	869	834	824
"ENSG00000112294.14"	244	224	268	276	353	410	414	321
"ENSG00000119711.13"	301	287	283	260	239	325	232	216
"ENSG00000164904.18"	1547	1498	1649	1698	781	835	829	770
"ENSG00000118514.14"	4	4	5	0	7	1	8	0
"ENSG00000143149.13"	1701	1623	1941	1967	1550	1708	1696	1383
"ENSG00000149925.22"	20279	21200	23872	23242	27619	31307	29814	27879
"ENSG00000242849.2"	0	0	0	0	0	0	0	0
"ENSG00000136872.21"	2	0	1	2	3	2	0	0
"ENSG00000109107.14"	22	19	17	16	3	2	10	7
"ENSG00000033011.14"	1001	963	1162	1169	1040	1266	1221	1095
"ENSG00000139133.7"	189	148	223	178	38	44	36	35
"ENSG00000175548.9"	448	364	427	400	104	130	125	105
"ENSG00000253710.5"	826	631	600	681	874	994	918	845
"ENSG00000182858.14"	478	516	526	504	629	681	631	632
"ENSG00000101901.13"	369	371	396	360	330	367	290	287
"ENSG00000172339.10"	178	182	177	186	166	187	198	170
"ENSG00000285027.1"	7	10	12	13	16	7	15	18
"ENSG00000242017.1"	0	0	0	0	0	0	0	0
"ENSG00000189366.13"	1	6	8	4	4	12	3	3
"ENSG00000251287.9"	1	0	1	1	0	0	1	0
"ENSG00000226943.3"	0	0	0	0	4	0	2	0
"ENSG00000238278.3"	4	6	6	8	3	6	8	5
"ENSG00000251271.3"	0	0	0	0	0	1	0	0
"ENSG00000254978.2"	5	12	4	7	6	6	4	2
"ENSG00000119523.10"	549	526	622	649	718	884	819	712
"ENSG00000214160.10"	766	825	967	829	1010	1222	1034	1009
"ENSG00000120697.10"	366	361	415	338	282	409	409	288
"ENSG00000088035.18"	189	196	219	190	105	135	128	99
"ENSG00000159063.14"	852	706	851	843	532	616	621	525
"ENSG00000086848.15"	606	567	596	592	483	526	443	409
"ENSG00000171094.18"	3	2	0	0	0	1	1	1
"ENSG00000189292.16"	0	0	0	0	0	1	0	1
"ENSG00000100601.10"	178	153	191	209	174	142	150	132
"ENSG00000189046.11"	160	166	153	186	116	136	113	100
"ENSG00000166199.13"	259	264	254	279	209	245	257	202
"ENSG00000160993.4"	172	165	214	213	206	222	214	165
"ENSG00000091542.9"	1960	1765	2045	2000	1728	2021	2081	1847
"ENSG00000239382.11"	175	195	249	236	272	306	304	289
"ENSG00000125652.8"	174	213	281	254	158	259	236	222
"ENSG00000137760.15"	225	179	232	247	163	149	146	135
"ENSG00000116127.20"	698	491	517	492	214	245	196	243
"ENSG00000163016.11"	0	5	5	0	0	0	0	0
"ENSG00000108839.12"	15	17	18	6	16	16	18	13
"ENSG00000179477.11"	0	0	0	0	0	2	3	0
"ENSG00000262943.10"	0	1	0	0	0	1	0	0
"ENSG00000274114.3"	0	0	0	0	0	0	0	0
"ENSG00000275565.4"	0	0	0	0	0	0	0	1
"ENSG00000132965.10"	6	3	6	4	0	0	3	3
"ENSG00000179148.10"	1	3	1	2	2	3	4	2
"ENSG00000073331.18"	261	220	229	253	173	152	139	126
"ENSG00000198796.7"	52	29	36	44	242	277	248	275
"ENSG00000136383.7"	7	1	3	6	7	14	11	13
"ENSG00000162551.14"	3	0	0	5	3	2	2	1
"ENSG00000003393.16"	1443	1226	1327	1241	1445	1533	1415	1367
"ENSG00000178038.17"	120	123	104	114	368	392	303	364
"ENSG00000180318.4"	61	52	69	59	34	32	52	35
"ENSG00000156150.9"	34	29	16	27	27	30	22	19
"ENSG00000052850.8"	1	2	0	1	0	0	0	0
"ENSG00000183684.8"	2507	2708	3296	3110	955	1164	1025	922
"ENSG00000242110.9"	216	179	243	244	264	281	262	217
"ENSG00000178522.15"	0	0	0	0	0	0	1	2
"ENSG00000106927.12"	1	0	0	0	0	0	3	0
"ENSG00000110497.15"	596	580	602	667	591	676	624	621
"ENSG00000123505.19"	2536	2258	2501	2568	1841	2128	1999	1719
"ENSG00000249286.1"	4	6	0	0	1	0	0	2
"ENSG00000215124.2"	0	0	1	1	0	1	0	1
"ENSG00000139344.8"	31	34	38	30	19	44	19	36
"ENSG00000162066.16"	721	759	820	839	470	528	427	541
"ENSG00000184675.11"	103	97	100	88	96	99	85	102
"ENSG00000165566.13"	1	0	3	0	1	2	1	1
"ENSG00000159461.15"	2084	1932	2256	2300	2199	2536	2400	2248
"ENSG00000104899.8"	12	21	19	20	2	4	3	10
"ENSG00000181754.7"	28	28	26	36	75	98	64	58
"ENSG00000139211.7"	7115	6557	7545	7433	7130	8422	7811	6719
"ENSG00000176020.9"	26	44	64	108	60	38	38	0
"ENSG00000101935.13"	672	605	730	668	489	595	470	428
"ENSG00000144233.12"	733	699	708	705	791	847	846	787
"ENSG00000166126.11"	0	3	0	0	1	1	1	1
"ENSG00000151743.11"	74	80	72	86	95	111	96	85
"ENSG00000126016.17"	188	171	168	164	154	161	135	155
"ENSG00000166025.18"	3961	3420	3399	3428	3976	4186	3882	3879
"ENSG00000114019.15"	3592	3409	3870	3712	5236	5657	5102	5282
"ENSG00000116337.20"	1629	1728	1778	1800	2782	3028	2960	2828
"ENSG00000133805.16"	201	245	210	208	348	351	321	347
"ENSG00000078053.17"	53	23	40	37	11	15	8	12
"ENSG00000145020.16"	9	12	20	17	2	20	15	23
"ENSG00000187689.10"	110	105	120	123	49	54	62	61
"ENSG00000240038.7"	36	16	19	29	8	20	20	16
"ENSG00000174945.14"	1	1	4	1	5	0	2	2
"ENSG00000196704.14"	1001	1023	1197	1186	915	1094	1069	901
"ENSG00000214174.11"	28	30	50	40	34	36	47	33
"ENSG00000153107.13"	2211	1916	2173	2155	1331	1435	1433	1306
"ENSG00000164162.14"	120	105	132	126	91	115	96	85
"ENSG00000141552.18"	849	954	1029	1151	715	811	784	828
"ENSG00000129055.13"	915	869	1005	979	1011	1172	1268	1068
"ENSG00000110200.9"	462	556	578	609	314	421	369	349
"ENSG00000166295.9"	931	963	1173	1119	1085	1199	1229	995
"ENSG00000231259.5"	58	52	46	50	19	66	66	18
"ENSG00000234231.4"	92	90	117	141	140	100	104	109
"ENSG00000275597.1"	1	0	0	0	0	0	0	0
"ENSG00000176248.9"	1007	980	1110	1072	985	1122	992	957
"ENSG00000053900.11"	444	410	513	452	289	350	301	293
"ENSG00000089053.13"	2214	2051	2364	2267	1984	2359	2190	1943
"ENSG00000196510.14"	1517	1318	1628	1467	1199	1344	1288	1164
"ENSG00000214274.10"	37	41	34	52	34	39	32	35
"ENSG00000013523.11"	287	274	249	302	425	494	450	468
"ENSG00000174606.14"	638	593	695	722	418	532	465	436
"ENSG00000154188.10"	149	131	166	141	207	282	211	202
"ENSG00000091879.14"	2	2	0	4	3	0	1	3
"ENSG00000101280.8"	2	0	0	0	2	0	0	0
"ENSG00000116194.13"	2	0	2	1	0	0	0	0
"ENSG00000136859.10"	550	596	599	560	223	245	239	246
"ENSG00000132855.5"	0	2	1	1	0	0	1	1
"ENSG00000167772.12"	35	69	58	70	604	783	660	648
"ENSG00000130812.11"	5	1	2	6	8	3	9	7
"ENSG00000171819.5"	1	0	0	0	0	0	0	0
"ENSG00000130173.13"	0	0	0	2	0	0	3	0
"ENSG00000029534.22"	38	24	21	11	95	88	91	92
"ENSG00000145362.21"	531	475	472	508	946	1057	1007	906
"ENSG00000151150.22"	317	220	234	234	151	161	127	134
"ENSG00000151687.15"	22	22	31	18	18	22	9	19
"ENSG00000166839.18"	39	49	38	53	38	51	36	29
"ENSG00000189045.15"	3	0	0	3	3	2	3	3
"ENSG00000132623.16"	133	98	104	104	181	230	168	185
"ENSG00000153930.13"	0	0	0	0	1	0	0	0
"ENSG00000185722.18"	2098	1830	2025	1928	1675	1760	1636	1659
"ENSG00000154122.14"	282	232	215	236	232	222	189	207
"ENSG00000131503.21"	950	721	1064	944	882	811	828	855
"ENSG00000254996.5"	806	772	486	560	467	596	511	489
"ENSG00000001629.10"	1689	1518	1615	1592	1599	1758	1520	1529
"ENSG00000170209.5"	0	1	0	0	0	0	0	0
"ENSG00000160117.16"	9	13	20	8	5	12	6	8
"ENSG00000176915.15"	3735	3269	3662	3630	2700	2892	2598	2525
"ENSG00000144504.16"	219	167	235	228	102	147	130	118
"ENSG00000106524.9"	356	309	360	350	305	322	298	252
"ENSG00000164331.10"	114	135	138	159	190	206	185	163
"ENSG00000148677.7"	10739	10104	12310	11739	26658	29287	28888	24498
"ENSG00000088448.14"	833	818	934	743	366	401	336	336
"ENSG00000167522.17"	5220	4783	4970	4972	4557	5025	4767	4930
"ENSG00000101745.17"	672	509	521	504	465	423	398	348
"ENSG00000076513.17"	2233	1916	2077	2018	2749	2868	2768	2416
"ENSG00000198720.13"	469	510	472	508	457	489	426	408
"ENSG00000118454.13"	771	735	827	791	724	862	807	655
"ENSG00000172932.16"	515	565	620	646	627	690	637	621
"ENSG00000134461.16"	145	125	120	126	55	90	101	75
"ENSG00000132466.20"	2734	1984	2088	2103	2398	2377	2341	2363
"ENSG00000180071.21"	383	344	279	272	112	121	81	137
"ENSG00000230453.11"	84	56	91	71	18	18	26	14
"ENSG00000159712.10"	7	7	4	7	6	6	9	8
"ENSG00000217165.1"	0	0	0	0	0	0	0	0
"ENSG00000165887.12"	0	0	5	0	14	14	7	11
"ENSG00000260691.8"	31	16	14	15	5	12	12	1
"ENSG00000215559.9"	0	0	1	0	1	4	0	1
"ENSG00000249493.1"	0	3	0	0	0	0	0	0
"ENSG00000277112.4"	0	0	0	0	0	0	0	0
"ENSG00000183148.9"	4	3	0	0	4	0	13	1
"ENSG00000276203.7"	0	1	0	0	0	3	0	0
"ENSG00000172014.14"	11	9	8	3	12	17	9	13
"ENSG00000236816.5"	16	2	7	8	1	0	6	9
"ENSG00000152766.6"	3	2	0	2	0	1	2	0
"ENSG00000163126.15"	35	30	26	21	26	40	28	18
"ENSG00000089847.13"	8	9	10	10	12	18	8	18
"ENSG00000107890.17"	449	318	464	400	251	302	275	287
"ENSG00000235550.1"	0	0	0	0	0	0	0	0
"ENSG00000229427.1"	3	0	0	1	0	1	0	2
"ENSG00000105186.16"	590	544	621	580	505	587	524	510
"ENSG00000206560.12"	2255	1849	2114	2059	985	1067	964	856
"ENSG00000154065.17"	3	12	5	0	1	1	2	0
"ENSG00000180777.15"	0	0	0	0	0	2	1	0
"ENSG00000163046.16"	1	1	3	1	0	0	1	1
"ENSG00000224309.8"	0	0	0	0	0	2	0	1
"ENSG00000145700.10"	1	0	1	0	2	3	0	0
"ENSG00000164236.12"	119	111	111	128	78	92	73	84
"ENSG00000229689.5"	23	15	35	24	27	13	28	22
"ENSG00000254728.1"	9	4	2	0	0	5	2	0
"ENSG00000255111.1"	5	6	2	1	5	6	0	5
"ENSG00000254547.1"	3	2	1	0	0	3	3	1
"ENSG00000255305.1"	0	0	0	2	1	0	0	0
"ENSG00000272031.3"	219	207	223	233	373	417	439	407
"ENSG00000189127.8"	0	0	2	0	0	1	0	0
"ENSG00000198483.13"	1	0	1	1	2	1	0	3
"ENSG00000135976.21"	357	283	253	192	121	100	86	133
"ENSG00000196912.13"	192	123	177	139	55	64	65	56
"ENSG00000174501.15"	189	141	115	122	72	57	68	90
"ENSG00000186352.9"	49	45	50	70	38	50	30	34
"ENSG00000213337.9"	161	177	223	191	161	184	198	179
"ENSG00000154945.7"	1467	1285	1524	1408	1303	1360	1324	1226
"ENSG00000167117.10"	1	5	0	3	0	1	1	0
"ENSG00000137494.14"	202	202	233	176	469	470	486	442
"ENSG00000065413.20"	519	437	454	487	249	281	174	255
"ENSG00000183831.7"	12	2	9	6	2	0	11	2
"ENSG00000186106.11"	147	134	166	161	201	238	205	192
"ENSG00000168876.9"	153	95	156	173	99	126	105	68
"ENSG00000228446.2"	0	1	1	1	3	0	1	1
"ENSG00000151458.12"	1194	949	1053	1098	833	817	811	689
"ENSG00000139645.11"	4686	4193	4256	4440	4565	4935	4434	4862
"ENSG00000144031.12"	8	11	5	9	7	3	4	4
"ENSG00000100124.15"	542	571	648	580	448	455	486	407
"ENSG00000164512.18"	1	1	0	0	0	0	1	0
"ENSG00000135299.17"	5	5	7	7	14	11	4	1
"ENSG00000124227.6"	1	0	1	1	0	2	0	2
"ENSG00000157999.6"	9	7	6	5	3	7	3	3
"ENSG00000181626.12"	0	0	0	1	1	3	0	1
"ENSG00000230778.2"	5	12	15	10	6	8	3	6
"ENSG00000235098.9"	0	1	2	0	3	0	1	0
"ENSG00000106013.15"	2	0	5	4	5	0	1	1
"ENSG00000156381.9"	923	1011	1247	1116	564	734	796	589
"ENSG00000064999.16"	551	477	538	478	522	655	558	570
"ENSG00000185046.20"	2	6	5	1	7	1	6	3
"ENSG00000168096.15"	371	366	413	393	417	459	430	420
"ENSG00000284290.2"	13	10	2	9	5	12	12	1
"ENSG00000165138.18"	718	647	729	714	438	505	482	426
"ENSG00000206199.11"	1	4	0	0	1	0	0	0
"ENSG00000163516.14"	363	381	396	396	292	363	287	275
"ENSG00000011426.11"	9257	7575	9024	8451	724	915	778	688
"ENSG00000160746.13"	1305	1199	1382	1357	2069	2442	2303	2039
"ENSG00000047617.17"	1	1	0	0	0	3	0	1
"ENSG00000134343.14"	0	0	0	0	0	0	1	0
"ENSG00000151572.18"	0	0	0	0	0	0	1	0
"ENSG00000262139.9"	0	0	0	0	0	2	0	0
"ENSG00000171714.13"	43	34	38	33	46	53	63	50
"ENSG00000177119.17"	2011	1687	1932	1923	1679	1922	1620	1579
"ENSG00000146205.15"	69	72	80	52	43	27	28	28
"ENSG00000237276.10"	1	0	0	3	0	4	0	1
"ENSG00000074855.11"	361	423	310	362	240	260	259	244
"ENSG00000185101.13"	3	0	2	0	0	0	1	0
"ENSG00000011201.12"	507	399	527	485	637	780	659	614
"ENSG00000140350.15"	2348	2202	2515	2810	1284	1475	1418	1297
"ENSG00000259516.2"	0	0	0	1	0	0	0	0
"ENSG00000136938.9"	3815	3679	4379	4353	1392	1677	1465	1410
"ENSG00000248546.3"	0	0	2	1	0	0	0	0
"ENSG00000143401.15"	2705	2327	2826	2767	711	768	713	635
"ENSG00000166825.15"	93	72	66	94	60	65	45	38
